cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,140000,01-AUG-24,543429,O,Media Placement/Text Messaging,Apex Strategies LLC,1807333,N,SE.4153,202408019666029395,01-AUG-24,2024,,30-JUL-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,23571.5,02-JUL-24,47143,O,"Mail Printing, Production, & Postage",Pathfinder Communications,1794189,N,SE.4114,202407079652573607,07-JUL-24,2024,,05-JUL-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,23571.5,,590572,O,"Mail printing, production, & postage",Pathfinder Communications,1808395,N,SE.4156,202408079666110437,07-AUG-24,2024,,05-AUG-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,23571.5,23-JUL-24,263429,O,"Mail printing, production, & postage",Pathfinder Communications,1806554,N,SE.4135,202407279665751785,27-JUL-24,2024,,25-JUL-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,23571.5,15-JUL-24,216286,O,"Mail printing, production, & postage",Pathfinder Communications,1802972,N,SE.4127,202407179661192482,17-JUL-24,2024,,15-JUL-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,00,S,DEMOCRATIC PARTY,61000,15-JUL-24,169143,O,Media Placement & Production,Apex Strategies LLC,1802972,N,SE.4126,202407179661192481,17-JUL-24,2024,,15-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,44.54,,745.18,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812629,A2,SE-S1639433,202408229675252838,22-AUG-24,2024,1809071,11-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,9.12,,398.75,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812630,A2,SE-S1633235,202408229675252841,22-AUG-24,2024,1809072,04-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,33.4,,1903.49,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812641,A2,SE-S1597057,202408229675252884,22-AUG-24,2024,1809084,14-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,35.15,,1903.49,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812641,A2,SE-S1597049,202408229675252883,22-AUG-24,2024,1809084,14-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,49.22,,3985.56,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812637,A2,SE-S1601519,202408229675252869,22-AUG-24,2024,1809080,11-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,66.79,,3985.56,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812637,A2,SE-S1601523,202408229675252868,22-AUG-24,2024,1809080,11-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,70.31,,3985.56,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812637,A2,SE-S1601515,202408229675252867,22-AUG-24,2024,1809080,11-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,130.07,,3985.56,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812637,A2,SE-S1601527,202408229675252870,22-AUG-24,2024,1809080,11-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,113.75,,3673.17,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812638,A2,SE-S1597785,202408229675252873,22-AUG-24,2024,1809081,04-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,154.38,,3673.17,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812638,A2,SE-S1597789,202408229675252872,22-AUG-24,2024,1809081,04-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,25.79,,2531.65,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1814096,N,SE-S1663319,202409059675359565,05-SEP-24,2024,,05-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,35.01,,2531.65,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1814096,N,SE-S1663323,202409059675359564,05-SEP-24,2024,,05-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,36.85,,2531.65,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1814096,N,SE-S1663315,202409059675359563,05-SEP-24,2024,,05-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,68.17,,2531.65,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1814096,N,SE-S1663327,202409059675359566,05-SEP-24,2024,,05-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,11.51,,122.84,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812634,A2,SE-S1621997,202408229675252857,22-AUG-24,2024,1809077,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,16.55,,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1813354,N,SE-S1662049,202408299675293675,29-AUG-24,2024,,29-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,.13,,1861.5,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812642,A2,SE-S1587385,202408229675252889,22-AUG-24,2024,1809085,07-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,.13,,1861.5,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812642,A2,SE-S1587277,202408229675252887,22-AUG-24,2024,1809085,07-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,.13,,1861.5,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812642,A2,SE-S1587285,202408229675252890,22-AUG-24,2024,1809085,07-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,.13,,1861.5,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812642,A2,SE-S1587281,202408229675252888,22-AUG-24,2024,1809085,07-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,40.12,,2531.65,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1816499,N,SE-S1674215,202409199675527705,19-SEP-24,2024,,19-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,41.95,,2531.65,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1816499,N,SE-S1674219,202409199675527704,19-SEP-24,2024,,19-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,82.07,,2531.65,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1816499,N,SE-S1674223,202409199675527706,19-SEP-24,2024,,19-SEP-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,13.03,,398.75,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812630,A2,SE-S1633231,202408229675252839,22-AUG-24,2024,1809072,04-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,24.1,,398.75,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812630,A2,SE-S1633243,202408229675252842,22-AUG-24,2024,1809072,04-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,8.38,,290.41,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812631,A2,SE-S1633023,202408229675252845,22-AUG-24,2024,1809074,27-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,11.37,,290.41,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812631,A2,SE-S1633027,202408229675252844,22-AUG-24,2024,1809074,27-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,11.97,,290.41,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812631,A2,SE-S1633019,202408229675252843,22-AUG-24,2024,1809074,27-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,22.15,,290.41,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812631,A2,SE-S1633031,202408229675252846,22-AUG-24,2024,1809074,27-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,8.57,,231.79,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812632,A2,SE-S1632879,202408229675252849,22-AUG-24,2024,1809075,20-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,11.63,,231.79,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812632,A2,SE-S1632883,202408229675252848,22-AUG-24,2024,1809075,20-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,12.24,,231.79,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812632,A2,SE-S1632875,202408229675252847,22-AUG-24,2024,1809075,20-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,22.64,,231.79,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812632,A2,SE-S1632887,202408229675252850,22-AUG-24,2024,1809075,20-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,154.38,,3673.17,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1809081,A1,SE-S1597789,202408099666154533,09-AUG-24,2024,1767633,04-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,162.5,,3673.17,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1809081,A1,SE-S1597781,202408099666154532,09-AUG-24,2024,1767633,04-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,300.63,,3673.17,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1809081,A1,SE-S1597793,202408099666154535,09-AUG-24,2024,1767633,04-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,121.96,,322.32,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1807414,N,SE-S1647023,202408019666031846,01-AUG-24,2024,,01-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,165.52,,322.32,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1807414,N,SE-S1647027,202408019666031845,01-AUG-24,2024,,01-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,174.23,,322.32,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1807414,N,SE-S1647019,202408019666031845,01-AUG-24,2024,,01-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,322.32,,322.32,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1807414,N,SE-S1647031,202408019666031846,01-AUG-24,2024,,01-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,12.37,,398.75,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812630,A2,SE-S1633239,202408229675252840,22-AUG-24,2024,1809072,04-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,37.08,,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812626,N,SE-S1661629,202408229675252824,22-AUG-24,2024,,22-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,68.59,,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812626,N,SE-S1661641,202408229675252827,22-AUG-24,2024,,22-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,65.38,,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812627,A2,SE-S1646815,202408229675252830,22-AUG-24,2024,1809069,25-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,88.72,,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812627,A2,SE-S1646819,202408229675252829,22-AUG-24,2024,1809069,25-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,93.39,,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812627,A2,SE-S1646811,202408229675252828,22-AUG-24,2024,1809069,25-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,30.75,,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1810203,N,SE-S1660299,202408159666198021,15-AUG-24,2024,,15-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,41.74,,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1810203,N,SE-S1660303,202408159666198020,15-AUG-24,2024,,15-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,43.93,,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1810203,N,SE-S1660295,202408159666198020,15-AUG-24,2024,,15-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,81.28,,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1810203,N,SE-S1660307,202408159666198021,15-AUG-24,2024,,15-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,25.95,,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812626,N,SE-S1661633,202408229675252826,22-AUG-24,2024,,22-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,35.22,,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812626,N,SE-S1661637,202408229675252825,22-AUG-24,2024,,22-AUG-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,15.61,,122.84,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812634,A2,SE-S1622001,202408229675252856,22-AUG-24,2024,1809077,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,16.44,,122.84,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812634,A2,SE-S1621993,202408229675252855,22-AUG-24,2024,1809077,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,30.41,,122.84,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812634,A2,SE-S1622005,202408229675252858,22-AUG-24,2024,1809077,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,37.49,,4353.21,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812635,A2,SE-S1608609,202408229675252861,22-AUG-24,2024,1809078,25-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,50.87,,4353.21,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812635,A2,SE-S1608613,202408229675252860,22-AUG-24,2024,1809078,25-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,53.55,,4353.21,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812635,A2,SE-S1608605,202408229675252859,22-AUG-24,2024,1809078,25-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,99.07,,4353.21,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812635,A2,SE-S1608617,202408229675252862,22-AUG-24,2024,1809078,25-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,49.98,,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812636,A2,SE-S1608497,202408229675252865,22-AUG-24,2024,1809079,18-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,68.73,,4226.54,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812636,A2,SE-S1608493,202408229675252863,22-AUG-24,2024,1809079,18-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,71.85,,4226.54,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812636,A2,SE-S1608501,202408229675252864,22-AUG-24,2024,1809079,18-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,121.83,,4226.54,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812636,A2,SE-S1608505,202408229675252866,22-AUG-24,2024,1809079,18-APR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,11.09,,2625.52,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1809083,A1,SE-S1597545,202408099666154542,09-AUG-24,2024,1766028,21-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,15.05,,2625.52,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1809083,A1,SE-S1597549,202408099666154541,09-AUG-24,2024,1766028,21-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,15.85,,2625.52,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1809083,A1,SE-S1597541,202408099666154540,09-AUG-24,2024,1766028,21-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,29.32,,2625.52,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1809083,A1,SE-S1597553,202408099666154543,09-AUG-24,2024,1766028,21-MAR-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,15.63,,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1786537,N,SE-S1621813,202405309648804012,30-MAY-24,2024,,30-MAY-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,11.51,,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1787582,N,SE-S1621997,202406069648860159,06-JUN-24,2024,,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,15.61,,4226.54,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1787582,N,SE-S1622001,202406069648860158,06-JUN-24,2024,,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,00,S,DEMOCRATIC PARTY,16.44,,4226.54,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1787582,N,SE-S1621993,202406069648860157,06-JUN-24,2024,,06-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,19.11,,177.92,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812633,A2,SE-S1625595,202408229675252853,22-AUG-24,2024,1809076,13-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,25.93,,177.92,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812633,A2,SE-S1625599,202408229675252852,22-AUG-24,2024,1809076,13-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,27.3,,177.92,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812633,A2,SE-S1625591,202408229675252851,22-AUG-24,2024,1809076,13-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,50.5,,177.92,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812633,A2,SE-S1625603,202408229675252854,22-AUG-24,2024,1809076,13-JUN-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,172.78,,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812627,A2,SE-S1646823,202408229675252831,22-AUG-24,2024,1809069,25-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,84.68,,1072.06,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812628,A2,SE-S1646667,202408229675252833,22-AUG-24,2024,1809070,18-JUL-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,00,S,DEMOCRATIC PARTY,88.53,,1072.06,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812628,A2,SE-S1646671,202408229675252832,22-AUG-24,2024,1809070,18-JUL-24
